feature,coefficient
DEW_C,10.954799293382173
SLP_hPa,-0.39915591590975863
WND_SPD_MS,0.6092394150299975
VIS_DIST_M,0.47628578019373335
CIG_HEIGHT_M,2.4488516391271977
LATITUDE,-0.9249778196704846
LONGITUDE,-0.10800944510283295
ELEVATION,1.4537829833247005
