feature,coefficient
DEW_C,10.952423997632373
SLP_hPa,-0.3994606801166167
WND_SPD_MS,0.6087951150473904
VIS_DIST_M,0.47616461742559846
CIG_HEIGHT_M,2.4485303481108214
LATITUDE,-0.9256982486377077
LONGITUDE,-0.10777476946995822
ELEVATION,1.4530775355768517
