feature,coefficient
DEW_C,10.94419330279018
SLP_hPa,-0.40125863072109413
WND_SPD_MS,0.607792088616387
VIS_DIST_M,0.47680293948797514
CIG_HEIGHT_M,2.4478576012354933
LATITUDE,-0.9291759248889848
LONGITUDE,-0.10786967981310187
ELEVATION,1.451083329149182
