feature,coefficient
DEW_C,10.95235210660757
SLP_hPa,-0.3987261522676251
WND_SPD_MS,0.6082456068503111
VIS_DIST_M,0.4751012220553494
CIG_HEIGHT_M,2.4480790556808256
LATITUDE,-0.9247351646148444
LONGITUDE,-0.10685835799444315
ELEVATION,1.4526065183315604
