feature,coefficient
DEW_C,10.954775414488026
SLP_hPa,-0.39891102116302224
WND_SPD_MS,0.6090562544052922
VIS_DIST_M,0.47593125371944545
CIG_HEIGHT_M,2.448701205428207
LATITUDE,-0.9246566905945577
LONGITUDE,-0.10770392786771271
ELEVATION,1.4536259999514758
